Review,Rating,Sentiment
Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness!,9,1
"Hartley on low-key form: Martin Donovan, born to play Jesus, comes as Messiah to millenial Manhatten; P.J. Harvey is excellent as sidekick Magdelena. A slight film, but drily amusing, short and sweet.",7,1
"First one was much better, I had enjoyed it a lot. This one has not even produced a smile. The idea was showing how deep down can human kind fall, but in reference to the characters not the film-maker.",2,0
"Zipperface is the kind of experience one waits an entire lifetime to avoid! Mansour Pormand ranks as one of the worst film directors of all time! If, however, you love bad films, see this at all costs!",1,0
This film contain far too much meaningless violence. Too much shooting and blood. The acting seems very unrealistic and is generally poor. The only reason to see this film is if you like very old cars.,3,0
"I'm not in favor of death penalties but in this movie, it couldn't happen fast enough. Just to end the movie. I don't understand why this movie is rated as high as it is. It fooled me into a bad night.",3,0
"Why this worthless piece of French cinema has garnered any sort of attention, other than negative, is beyond me.Don't bother renting this one. It shouldn't have even come into this country.",1,0
"...about this film was the title song. After 30 minutes, I discontinued watching because it was so lame. Bad story, bad actors, bad movie. If you want to watch a good movie, watch Pulp Fiction instead.",4,0
"I was particularly moved by the understated courage and integrity of l'Anglaise, in this beautifully acted, intellectually and visually compelling film. Thank you so much, Monsieur le directeur Rohmer.",10,1
Complete entertainment! Although there are many strange things in the movie that the fairy tale itself doesn't have them including the autumn characters (mother and daughter) the general concept rocks.,10,1
"Well, not yet, at least.It's not listed in the worst 100...So let's all team up, and put it in it's rightful place.This is truly a bad movie. (And I liked Ishtar!) ;)",1,0
"Pointless movie about making a movie. No where near the flesh shown in the original, which was quite enjoyable and even had fun music. Not here.It's always fun seeing the Pathmark guy though.",2,0
"Okay, so the movie went straight to video. If I had paid to see this, I would've been disappointed. But, at 2 am in the morning, alone at night, it's a pretty good fright! (hey, that rhymes!)",4,0
"When the Italians and Miles O'keeffe work together nothing can go wrong! As ever, Miles is great as the almost as great Ator; the most lovable barbarian of all times. Totally lives up to the first movie.",10,1
I enjoyed this film which I thought was well written and acted.There was plenty of humour and a thought-provoking storyline. A warm and enjoyable experience with an emotional ending.Good fun.,8,1
"This piece ain't really worth a comment.. It's simply the worst ""horror"" movie i have ever seen. The actors are bad as bad can be and the whole plot is so silly it nearly made me cry. Shame on you I say!!",1,0
"Something does not work in this movie. There are absolutely no energies between the actors. In fact, their very acting seems frozen, sometimes amateur. Also, the script is not convincing and not reliable.",3,0
"Don't know how this missed award nominations. Great film. Certainly of the calibre of ""Beautiful Mind"" Great acting, photography, script and drama. I can't imagine anyone not being entranced by this film.",9,1
"Excellent documentary that still manages to shock and enlighten. Unfortunately, times haven't changed much since this was made and it is thus an important piece for all freedom-conscious Americans to see.",9,1
"Beautiful coming of age romance about an English boy and French girl who run off, and grow up.I saw this movie as a teenager and loved it. I saw it again this year and loved again.",10,1
Best club scenes that i have seen in a long time - atmosphere mesmerising - matthew Rhys's performance is impeccable and faultless. i would recommend this film to any age group. watch out for wonderwoman!,10,1
"Apart from Helen Bonham Carter, there is nothing worthy about this movie....And the surprise ending?! The thought of a sequel is even more annoying. Save your money, wait for the video and ignore that too.",4,0
"This movie had it all,action,comedy,heroics,and best of all some of the finest actors.Gunga Din will remain a classic to be enjoyed by all who like good movies.Excellent picture,i have it in my collection.",10,1
It's this sort of movie that you try and imitate. By attempting to realise something... then flying through the air almost immediately. I'd like to do that and I know you would too!Great stuff!,8,1
"A movie of outstanding brilliance and a poignant and unusual love story, the Luzhin Defence charts the intense attraction between an eccentric genius and a woman of beauty, depth and character.",8,1
"The way this story played out and the interaction between the 2 lead characters may lead me to believe that if the X-Files continues without Mulder and Scully, these would be a pretty good replacement duo.",7,1
I saw this film by chance on the small box. It has a fantastic and chilling scene about poisonous gas. A lot about fanatical patriotism. A bit of eroticism. I can't believe it's still waiting for 5 votes!!,8,1
"The movie is a happy lullaby, was made to make us sleep. And that??s what we do, as we dream about the top beautiful Natasha Henstridge. No screenplay, no deep characters, nothing special. So, let??s sleep.",3,0
"To anyone who likes the TV series: forget the movie. The jokes are bad and some topics are much too sensitive to laugh about it.We have seen much better acting by R. Dueringer in ""Hinterholz 8"".",1,0
I really liked this movie despite one scene that was pretty bad (the one when Samantha and Nick are flirting in the hotel). The story is so cool and can't wait to read the book! Bravo for the super station!,7,1
"I rented this movie to get an easy, entertained view of the history of Texas. I got a headache instead. The depiction of history in this movie is so comical that even mad TV would not have done a better job.",3,0
"Absolutely horrible movie. Not a bad plot concept, but executed horribly. Clich?? storyline; bad script. So schlocky it doesn't even qualify for campy. This is the kind of movie that gives sci-fi a bad name.",2,0
"John Leguizamo must have been insane if he thinks this was a funny movie. I laughed more times watching Remains of the Day. Pathetic plot, unbearable acting. Horrible music -- Michael Sambello IS a ""Maniac.""",1,0
"One of the worst movies I've ever seen!!! Absolutely awful. Poor acting, poor story, there isn't one redeeming quality about this movie to recommend. Amistad is much better. Avoid this movie like the plague!",1,0
